rodada;points_mand_last_5;points_visit_last_5;colocacao_mandante_antes;colocacao_visitante_antes;grau_investimento_mandante;grau_investimento_visitante;publico;trimestre_3º Trimestre;trimestre_4º Trimestre;dia_semana_Quarta-Feira;dia_semana_Quinta-Feira;dia_semana_Segunda-Feira;dia_semana_Sexta-Feira;dia_semana_Sábado;dia_semana_Terça-Feira;time_mandante_América-RN;time_mandante_Athletico-PR;time_mandante_Atlético-GO;time_mandante_Atlético-MG;time_mandante_Avaí FC;time_mandante_Barueri;time_mandante_Botafogo;time_mandante_CSA;time_mandante_Ceará SC;time_mandante_Chapecoense;time_mandante_Corinthians;time_mandante_Coritiba FC;time_mandante_Criciúma EC;time_mandante_Cruzeiro;time_mandante_Cuiabá-MT;time_mandante_EC Bahia;time_mandante_EC Vitória;time_mandante_Figueirense FC;time_mandante_Flamengo;time_mandante_Fluminense;time_mandante_Fortaleza;time_mandante_Goiás;time_mandante_Grêmio;time_mandante_Guarani;time_mandante_Internacional;time_mandante_Ipatinga FC;time_mandante_Joinville-SC;time_mandante_Juventude;time_mandante_Náutico;time_mandante_Palmeiras;time_mandante_Paraná;time_mandante_Ponte Preta;time_mandante_Portuguesa;time_mandante_RB Bragantino;time_mandante_Santa Cruz;time_mandante_Santo André;time_mandante_Santos;time_mandante_Sport Recife;time_mandante_São Paulo;time_mandante_Vasco da Gama;time_visitante_América-RN;time_visitante_Athletico-PR;time_visitante_Atlético-GO;time_visitante_Atlético-MG;time_visitante_Avaí FC;time_visitante_Barueri;time_visitante_Botafogo;time_visitante_CSA;time_visitante_Ceará SC;time_visitante_Chapecoense;time_visitante_Corinthians;time_visitante_Coritiba FC;time_visitante_Criciúma EC;time_visitante_Cruzeiro;time_visitante_Cuiabá-MT;time_visitante_EC Bahia;time_visitante_EC Vitória;time_visitante_Figueirense FC;time_visitante_Flamengo;time_visitante_Fluminense;time_visitante_Fortaleza;time_visitante_Goiás;time_visitante_Grêmio;time_visitante_Guarani;time_visitante_Internacional;time_visitante_Ipatinga FC;time_visitante_Joinville-SC;time_visitante_Juventude;time_visitante_Náutico;time_visitante_Palmeiras;time_visitante_Paraná;time_visitante_Ponte Preta;time_visitante_Portuguesa;time_visitante_RB Bragantino;time_visitante_Santa Cruz;time_visitante_Santo André;time_visitante_Santos;time_visitante_Sport Recife;time_visitante_São Paulo;time_visitante_Vasco da Gama
0.0;0.0;0.0;0.0;0.0;0.5;0.25;11870.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.25;0.25;6222.0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
